"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","description","treatment"
"LOC115139445",109.218678611193,1.78400259512747,0.518638137804455,3.43978289502516,0.000582180994728831,0.0466002202575226,"protein broad-minded-like, transcript variant X5","liver"
"LOC115122299",289.917971707057,1.10372856196279,0.281399871232568,3.92227813441532,8.77156522334106e-05,0.0238352665668921,"mannose-binding protein C-like","liver"
"LOC115103576",155.560057498132,0.82614565812747,0.23796259719006,3.47174584528353,0.000517085627290488,0.0466002202575226,"dispanin subfamily A member 2b-like","liver"
"LOC115115591",159.659982995134,0.770575889917653,0.229457615702989,3.35824935492701,0.000784378204735364,0.0498324214572498,"dispanin subfamily A member 2b-like","liver"
"LOC115131673",100.828268389963,0.743371105271826,0.166698978911385,4.45936207963813,8.22039500802449e-06,0.0230517281280278,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 5-like","liver"
"LOCNA.2988",103.888393846575,0.678535093818186,0.166806295368678,4.06780267086729,4.74585435868906e-05,0.0230517281280278,NA,"liver"
"LOC115102635",163.755141995053,0.674760058658144,0.19695621901259,3.42593933840196,0.000612677198691564,0.0466002202575226,"keratin, type I cytoskeletal 18-like","liver"
"LOCNA.2103",683.925896584146,0.674601400543041,0.19847379402054,3.39894444942804,0.000676464543691546,0.0475391289670128,NA,"liver"
"LOC115123161",148.108566323141,0.656266072317724,0.16123243708611,4.07031044235365,4.69505305267503e-05,0.0230517281280278,"ferritin, middle subunit-like","liver"
"LOC115105984",82.9916507740992,0.651651463263499,0.190217692201295,3.42581941628173,0.000612947755398226,0.0466002202575226,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8-like","liver"
"LOC115133295",217.205891168774,0.650081205163379,0.159246344845426,4.08223627232629,4.46044153190487e-05,0.0230517281280278,"oligosaccharyltransferase complex subunit ostc, transcript variant X2","liver"
"LOC115135536",522.407341118967,0.63535508923336,0.183644155853626,3.45970764100858,0.000540762169243134,0.0466002202575226,"V-type proton ATPase catalytic subunit A-like","liver"
