"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","description","treatment"
"LOC115139445",109.218678611193,1.78400259512747,0.518638137804455,3.43978289502516,0.000582180994728831,0.0466002202575226,"protein broad-minded-like, transcript variant X5","liver"
"LOC115107125",108.583073596139,1.24122923341734,0.433646289591738,2.86230797589877,0.00420568020434686,0.0963575161219096,"anoctamin-4-like, transcript variant X2","liver"
"LOC115122299",289.917971707057,1.10372856196279,0.281399871232568,3.92227813441532,8.77156522334106e-05,0.0238352665668921,"mannose-binding protein C-like","liver"
"LOC115115566",4164.31005525425,1.08683097680652,0.495702751304252,2.1925054358624,0.0283430310216705,0.21513257810862,"metallothionein B","liver"
"LOC115132763",115.306453899614,1.07696457275167,0.352982460434793,3.05104273856865,0.00228048111256823,0.0775050244940333,"protein S100-A1-like, transcript variant X1","liver"
"LOC115112827",73.9283352640066,1.07141915918937,0.327581065453659,3.27069929303022,0.00107281920464923,0.0575369878703984,"serum amyloid A-5 protein-like","liver"
"LOC115113136",124.882884168784,1.02745700424205,0.510489157030518,2.0126911416076,0.0441471318834241,0.261166487020082,"echinoderm microtubule-associated protein-like 6, transcript variant X1","liver"
"LOC115103957",358.411584845549,0.982618387586044,0.345263159745804,2.84599836342078,0.00442724224139247,0.0970184912683641,"cathepsin S-like","liver"
"LOC115128224",85.0745774021184,0.905151118405519,0.283162288535314,3.19658074204551,0.00139066898917643,0.0609501806439047,"ATPase inhibitor A, mitochondrial-like","liver"
"LOC115101055",60.7065044758226,0.901687635896298,0.388075045801177,2.32348780384673,0.0201529620905939,0.181137621423423,"tubulin alpha chain, testis-specific-like","liver"
"LOC115123568",154.235709163636,0.894158711058687,0.307658829902578,2.90633202805142,0.00365693180242208,0.0941930515000406,"ferritin, middle subunit-like, transcript variant X2","liver"
"LOC115108050",229.733258146963,0.866720299053336,0.261727794208594,3.31153327323949,0.000927862050927829,0.0540280817083119,"kinesin-like protein KIF14, transcript variant X1","liver"
